Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Early-demographic dividend,EAR,5915597057919.99,6411830835426.24,6840214655512.41,7179374969847.7,7558124449000.91,7991613462763.35,8597466755482.57,9124371040351.35,9203363033990.17,9560360022889.68,10231878119931.3,10648263156376.1,11028874318050.2,11844731274489.1,12979635706752.2,14199205051304.3,15613337942629.7,17030871112422,18111750629975,18681179430510.1,20151581576176.9,21645179288582.7,23069256124085.3,24127100854829.3,25151200595383.2,25804518752105.2,27064776416331.4,28785447832111.5,30678958686734,32172365782040.9
East Asia & Pacific,EAS,5857519825587.01,6395786738958.96,6898893472772.41,7441262402335.03,8077855346281.85,8789391439050.4,9519325244561.05,10131377138800.4,10234579280695.1,10818824320669.8,11742103681599.5,12463197463701.4,13346175365361.3,14327415027517.1,15667787590941.4,17175941030993.2,18989549791536.1,21146226316920.6,22661315623201.4,23695781155095.3,25891909594794.1,28039005277888,30121605857292.6,31919536636447.6,33322141130950.2,34503357913054,35873340155482.3,37799339106901.6,40508832605433.1,43169351647287.9
Europe & Central Asia (excluding high income),ECA,2545473393778.36,2501667801051.16,2316564554162.36,2239680159742.29,2023935709966.37,2027491752587.7,2057544030179.08,2154575014002.07,1971592800416.33,2037893545775.79,2284697548728.5,2413508015513.49,2584265452098.54,2859122135708.77,3197425648876.63,3606044476012.2,4317232152324.58,4813024084595.25,5527312565785.64,5362357130830.91,5772023574945.95,6406034777588.68,6830140408284.37,7411626996608.39,7620290235883.8,7490791283124.26,7688481780292.92,8234308810800.29,8824960618732.21,9024867350467.88
Europe & Central Asia,ECS,9933827591885.41,10225849776761.3,10297942834852.8,10406987542466.2,10607298354887,11042007191767.8,11442158251253.3,11970224978005.9,12230855330549.5,12718239998525.6,13712908676236.2,14422348103206.4,15142096261817.7,15748181570530,16771277896033,17731351415997.5,19679996423212.8,21165386383491.7,22710983452420.7,22182597274140.7,23195640935732.3,24624735896696.8,25405267793140.5,26691894466954.7,27494980120929.9,28009177621918.1,29415927277154.9,31159812209987.2,32618696335690.4,33923993904528
Ecuador,ECU,49414727010.0618,53278079468.671,55644373292.9104,58086743624.9087,61853412777.0232,64572867462.5339,66893930914.2422,70992445229.9905,74136569500.515,71642608047.39,74043841103.3712,78706481800.188,83226863410.7632,87080715749.4435,96767828098.3476,105061868134.967,113007687563.426,118584813645.693,128576671515.38,130290804562.219,136455680460.67,150266909235.128,159559695566.132,175196209316.482,186846614273.657,179309604311.665,181967413007.433,195010792573.628,202186033688.869,205821961201.288
"Egypt, Arab Rep.",EGY,208454757920.465,217929482562.401,232865715359.333,245297947684.168,260490214095.525,278298978111.044,297532517193.398,319286474730.665,340882281535.017,366736982085.886,398818686039.141,421974978042.807,438895222680.217,461322134075.992,493127762490.814,531226710225.026,584759230081.007,643027593381.696,702447294125.431,740882252581.081,788094704343.798,818754235836.905,958659720240.143,992022227977.067,985262043446.578,1064235799328.8,1057086848346.43,1062265603571.56,1145113927246.12,1229832238532
Euro area,EMU,5286263174838.26,5610496434724.44,5817674757772.88,5915360712570.39,6190100068259.25,6474742077083.91,6691139936445.39,6983693140319.71,7334364001477.89,7635276429304.6,8136782283116.06,8549052221540.36,8924414722076.21,9109559587789.39,9519655772915.57,9906691507072.64,10753285532953.2,11437241316684.7,11936826684329.1,11677699077829.5,12032744669934.9,12556661280582.4,12707458263689.5,13148695042862.6,13521539958641.1,13938786461921.1,14821960313594.2,15607760635734.8,16163382234863.8,16868608550502.7
Eritrea,ERI,,,1837600883.06791,2134241556.32803,2642403352.73268,2774923730.60123,3087363532.15475,3388982050.01059,3487874376.48772,3538709388.23701,3504145056.57299,3894538509.69671,4075039893.03735,4040494308.92778,4209509456.96037,4452380661.75554,4542659680.34357,4731244987.20135,4351411597.6226,4554553073.16196,4708725100.3799,5224331270.24732,,,,,,,,
Spain,ESP,530948358917.284,562879226861.518,581056411334.864,588687607420.773,615587227842.629,645825650574.822,676109381996.694,717296290770.854,768118004304.831,805891424628.996,875954915805.158,937884907929.823,1009753311276.12,1055482611361.23,1121116894298.13,1205129771230.45,1362250063103.38,1466966823610.29,1528583945708.69,1489328542180.25,1476667689923.04,1489595017146.76,1483646917303.62,1512074688796.68,1558305994181.4,1621504088407.1,1733039369294.66,1843952249000.96,1894494241788.17,1987305371639.04
Estonia,EST,,,,8657393357.6129,8697012760.05084,9281316686.69026,9726483064.86399,11149124704.3085,11696751242.4557,11705258558.7846,13183686617.8554,14334071471.3286,16097518329.2373,17987997014.2133,19786074394.2991,22523015210.7572,26006907483.4107,29721058984.5131,30525885461.1003,27509108593.9042,29038702699.534,32890577599.6873,34642139626.1105,36432844586.0068,38300194537.7593,38669190378.0171,41094057419.7484,44555137202.5778,48064476467.9168,51486474644.4343
Ethiopia,ETH,19874598968.5071,19080192137.9323,17822576673.3585,20642732953.0151,21756090734.7318,23573339194.0845,26987874129.2808,28313609921.8464,27642141120.8336,29488768962.0204,31978935409.6643,35393267060.5466,36497695584.6443,36371996416.1919,42420738903.4057,48911899299.0473,55851917093.9894,63922625486.616,72196453325.0669,79150422530.5219,90122281098.0915,102289423377.338,112533124188.653,122434420386.528,148485647584.15,167119152096.661,194651552403.154,215094143811.298,235176795334.635,259092891759.46
European Union,EUU,6221882035301.82,6522932883461.54,6738794218454.42,6863768451777.33,7198009832674.13,7554054164545.64,7818829642905.17,8148474427090.84,8546953610548.21,8894707995899.67,9478724162394.21,9961838506784.1,10419665069026.7,10669786741710.7,11213450950953,11677242148919.6,12710159973654.9,13590111354227.5,14288911269632.6,14037133517588.4,14513642350337.2,15190529585017.6,15421178216893,15967636125923.6,16446073623799.1,16993929040061.3,18065931738909.5,19090963065563.3,19830971197533.9,20794743660076.2
Fragile and conflict affected situations,FCS,756080441019.904,819184260138.844,889274726101.402,931881342671.13,953568600661.454,999518447311.685,1059499780233.45,1147366547115.23,1239632895877.84,1288498563262.63,1361784507353.27,1445986396118.06,1488491567083.87,1478265321263.63,1733577872637.52,1919594581631.72,2123475091373.48,2321771670670.12,2508221116540.84,2627190431189.72,2800200509839.06,2849362255451.04,3130338836356.95,3311939523574.32,3431113390443.32,3341391159604.78,3341517363219.78,3535772629986.02,3705151934380.83,3850741621270.1
Finland,FIN,90417220017.6542,87948311302.1459,86965084516.6207,88412174777.7523,93853000278.2009,99862187769.1645,102757500231.52,111982366923.226,121501415973.472,127934744369.414,138695242916.42,144265892609.55,148763741906.139,151280484339.999,162980164132.004,168146788316.398,181231093044.756,199908526290.143,212980676990.544,202924165959.537,209077048564.577,220471055643.893,221285752810.968,225680035610.262,228058553146.46,232930102787.426,246903462491.942,261536686678.341,272319030456.189,283323675921.652
Fiji,FJI,3060644161.48159,3078715563.99037,3340958208.0165,3492964427.43637,3749497608.07057,3923821146.51089,4187459580.38657,4165955095.50269,4267610759.35692,4710198560.86178,4733630525.23096,4934208367.40789,5172647992.85621,5321396045.96003,5754286243.07822,5975063668.25449,6269918031.57953,6383577450.71659,6574958071.48993,6533256125.16544,6804670601.5204,7134734867.15989,7646755789.3648,8254663160.44005,9831527135.70517,10781765000.9703,11020155995.5114,11783674123.9893,12487054480.3431,12839870255.6422
France,FRA,1026066902289.78,1071884778559.65,1113845375059.34,1133068052397.45,1184555470552.45,1234872151459.92,1273968045657.78,1333393499384.76,1405892097800.21,1470523899441.7,1589840444463.08,1687440623635.58,1762926373243.27,1751690281552.46,1820581746307.33,1926880446239.76,2063202748926.06,2182048699780.6,2259256991361.58,2246074865218.48,2336237107185.55,2446475413051,2474003939353.38,2608522466158.15,2662033396692.53,2719223033898.26,2863816346909.39,2997296584981.42,3120958807400.34,3315117580574.84
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,170531149.719395,189392357.75746,201472301.240964,223035499.48228,226580522.800759,247558203.182083,244068595.828261,233229361.500321,242577472.857025,249462030.145662,267367014.881718,279154083.637668,285120758.995422,294981392.270649,293592427.616319,308919163.381755,318009716.662828,320556238.334535,318920730.93883,324864719.615488,336075697.311058,354035867.533622,354089774.691142,347045410.498605,345457652.681196,365289165.327401,372607914.7254,389874363.802144,399918852.628995,
Gabon,GAB,11769492035.2654,12911246819.6134,12797413668.0199,13617643450.8641,14424817685.8347,15459794348.4847,16313554632.5453,17547138382.685,18361763886.8029,16963003476.1518,17015659146.0022,17760178208.4832,17996173809.1553,18742324018.0923,19379622849.8466,20518080318.6784,20545716837.2933,22365200612.1536,22045903325.5804,22242921982.9423,24097481835.6907,26345487003.7203,26868451928.813,27463881944.8317,28955844877.1505,28630139365.0076,28684983156.4358,30986311650.7557,31982589531.7137,33644706826.8982
United Kingdom,GBR,962845091964.575,984577187000.468,1010751556344.17,1060838257293.01,1125692420871.04,1190346310769.6,1270405719902.88,1343306846698.67,1382456880344.43,1432713941078.97,1555553504801.6,1640990228763.58,1725816341173.86,1805058287003.74,1917500286870.9,1973200267375.52,2115106520891.17,2182920267727.36,2265856338473.77,2181537403209.23,2282682174033.24,2350795692102,2440476088673.01,2563270947920.74,2665874429446.03,2768620597517.21,2897575333395.3,3037047081796.49,3120717081029.65,3255483893726.23
Georgia,GEO,27519829491.3259,22447430809.6545,12650402019.5401,9155738512.31906,8378718936.3417,8776820847.3975,9938530350.31951,11173375040.3952,11649960769.7901,12157256783.7505,12657517113.5286,13556742830.1421,14524990211.9174,16430841736.4099,17850911527.5528,20172105906.7512,22740224139.8815,26288412642.5708,27447928258.714,26647548478.5457,28642799772.3853,31404963200.6754,36640112634.8222,39451053057.9766,43054252353.1571,45035492644.5473,47930061166.6244,50662483514.4009,54383410980.2817,58173953152.5009
Ghana,GHA,18279898800.9536,19896244105.1357,21139109920.0293,22689492606.7535,23938741137.7297,25445799961.6779,27104297258.196,28728687644.9925,30417594082.4507,32214461016.1498,34153187522.1374,36298404714.4958,38531824472.3149,41288261816.1586,44774219849.0213,48892878537.6931,53596271561.5965,57428333004.1273,63902175212.348,67508666323.5675,73690444262.5912,85797385076.0381,98315093257.2606,139946034635.956,148486187686.425,142513769813.705,139277256051.861,145509469176.384,158272063272.224,171464052319.045
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,5608354358.86763,5949541863.64171,6284167751.75868,6757550007.32078,7175859550.64364,7663898341.17655,8152418117.31252,8722707942.03047,9142327502.5855,9627862372.8781,10089469295.5327,10687978118.6256,11417760142.8233,11775008633.2843,12374984222.9535,13142923548.1724,13700454061.9034,15029008778.8942,15954575354.7582,15895726850.8158,16854986476.9567,18172750190.6579,19125167503.1916,19730520884.617,20122408008.2583,20799124961.1001,24399441375.1444,29210696888.3566,31748138612.7366,34103172454.8989
"Gambia, The",GMB,1487913576.35677,1586024624.17298,1676976703.33221,1768417996.40006,1808968184.83908,1863186043.4264,1939488920.60745,2069607008.15702,2166152360.76618,2338062671.65994,2521797590.065,2726583801.32464,2679696254.51973,2916974709.34399,3206689019.01275,3228813825.38458,3308042803.1121,3500282384.57742,3791601187.69189,4075170886.56745,4366237247.78637,4095033765.28765,4190620609.90576,4165986163.68023,4102796584.71164,4311179261.73183,4446016237.15633,4588632823.22907,5004418394.94988,5395916226.79889
Guinea-Bissau,GNB,987615090.561304,1073085524.96515,1109613102.36304,1159756908.59805,1222426818.86036,1302973644.77609,1480743947.42959,1604185818.4268,1166391793.04372,1195366686.44509,1288411407.75665,1345492467.75,1353309810.05296,1386278645.00303,1462911531.20835,1572833647.38479,1657852360.93916,1757935024.66254,1849541241.3455,1926426824.72221,2038736560.97334,2249594251.25778,2175252518.53473,2248857564.16191,2332574695.02558,2774674410.9887,3113471483.94557,3519615667.21345,3739569128.86635,3979797409.78435
Equatorial Guinea,GNQ,274120341.158125,280493494.284568,386565033.062236,439384896.682118,523571732.951931,628022997.551605,1065316216.86305,2708923095.33584,3390693737.63794,4322400660.5948,5223898642.67974,8722003540.98397,10584365243.5791,12285432329.6073,17410170852.8762,20959296042.1927,23257333797.568,27531778937.0939,33063039146.8626,33762635648.0638,31107908524.2614,33829572382.3589,38742501085.3548,37422586820.9297,37816353965.5144,28095292742.1539,24861119032.1946,28459489607.0027,27279377824.282,26207328980.3991
Greece,GRC,135487383669.729,144411273818.786,148736355899.827,149824064606.707,156083758885.649,162702585727.623,171024542921.023,182842063074.608,193327891833.661,198711870544.202,210967341177.736,227711004033.73,246559427995.662,260858583966.021,278670064907.415,281028288404.685,314242602601.216,323607624217.038,341817992911.939,337523969989.556,313282504359.011,290296713794.743,279267183855.415,286168672044.05,292335538628.945,291109078890.537,299823740356.993,312843008068.548,325789646049.54,336486248967.871
Grenada,GRD,455559386.370183,477490731.638415,484215533.105962,485978343.296171,504761885.537734,526320053.256105,559744171.455619,597954393.182487,675756101.91947,732801841.618481,785803167.183096,786786462.842039,826703734.528607,921748404.829028,940435296.649906,1098442105.09128,1086498720.75979,1184003536.43976,1218471126.4403,1146564908.51819,1153994996.52401,1187113039.99111,1199574282.19567,1285879276.92482,1420279857.55212,1551090812.87388,1656762122.48781,1798099078.35128,1916747782.84834,2011137673.49502
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,30575241984.6958,32765565924.2639,35133699997.8041,37378552658.6846,39716676771.9575,42556078181.9839,44617055686.6966,47367132745.531,50292172291.7571,52980997825.3878,56120131737.9811,58688841914.3897,61922332925.4371,64668517786.4975,68502814170.806,72939470884.0998,79189496967.298,86442999117.8994,91015862226.9364,92192154181.4698,95942692368.6927,102023438426.521,108206083243.936,112026328258.702,118753947875.424,127566291555.947,130131253708.676,133804913207.815,141365506389.688,149362144734.913
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,1582844848.64871,1735502068.12177,1912759121.32343,2118152667.04133,2347972262.55794,2517819381.34645,2767894649.96136,2989648281.30693,2972533061.2664,3104712510.56387,3130828824.93468,3272434541.13661,3361847448.31043,3402630986.97142,3548864259.40034,3588015811.00671,3886217472.29041,4270738734.00472,4439869690.59962,4632630546.02169,4880570764.52179,5241415945.19161,5575309892.61561,5999833208.05198,6233548107.26266,6420038412.59422,6811468777.99395,6968491239.75352,7425376248.90318,7909616532.70607
High income,HIC,18523591774006.6,19475713752793.8,20373824084771.5,21156506915167.4,22335339560472.6,23498472502808.5,24694438954918,25981285719799.3,27027866942902.4,28296542526702.1,30270126830351.6,31464794190343.6,32708886211825.7,34035314661734.1,36202832542252,38246587558202.4,41048781436698.5,43429168953170.7,44944064709821,44120297373398.4,46055844793116.7,48184673278657.1,49810469815611.4,51733855753803.9,53423097128060.6,54665191064255.2,56529585091432,59220075765757.4,61765813458793.5,64353876016121.7
"Hong Kong SAR, China",HKG,104222606105.309,113890804948.324,123749130413.43,134536754713.385,145703715343.176,152290070482.558,161682547234.813,172858092736.097,164520513296.114,171079443211.393,188307573865.138,193517265102.732,199834870214.781,209766940387.073,234155497283.509,259287889473.38,285921030982.732,312582157546.08,325443285412.854,319860373065.623,345486897769.972,369685331700.329,373482558531.676,385448332074.392,396043918178.997,411294477052.779,419810624219.189,442387687745.01,465784603659.033,468274971158.122
Honduras,HND,10168938113.5592,10163873611.1479,11026889139.7388,12021393272.247,12304113262.5114,13339616988.3234,13837993300.639,14723868844.3983,15424159939.4053,15531748233.0476,17036736964.3756,17884544594.7769,18849502622.3249,20072566940.626,21897625326.1624,23945932317.8334,26290762653.4597,28667668900.7286,30461990353.473,29947848186.8213,31427232362.9179,33314349143.9269,34844289142.3691,36445584467.0234,39875503507.5608,43955139193.462,47719049297.9263,52444135530.2339,55666121201.3692,58139182457.6921
Heavily indebted poor countries (HIPC),HPC,352026334799.651,366839182412.205,373597198131.493,387039139840.364,396489681133.076,425059099269.205,455532741928.535,483066122423.067,505609365232.413,530136734645.722,557262025444.821,594856599954.034,625320462017.463,666291665704.705,722253593148.543,790348153569.389,865907025865.303,947663903413.457,1025075364543.98,1079056514927.67,1152445185068.53,1240993752190.55,1301063822534.23,1427063176391.99,1558671501816.52,1675944948979.34,1756318255010.12,1868591121373.11,1995299124420.71,2118133454160.72
Croatia,HRV,,,,,,36770423996.337,39558453828.87,42907510117.8955,44347243211.1164,44421124193.095,47382874844.5291,49933902310.5921,54412215447.9705,58312557043.6743,62565212792.8475,65962085047.1329,75136163055.6407,83418284099.1955,89539883304.3465,86163548533.3302,84947206694.1289,88795201139.4359,90201146678.8162,92642901896.8506,93507647316.3196,96739632455.977,103182099920.947,109694949314.833,114617743866.205,121916910631.264
Haiti,HTI,9728849406.32238,10246997791.7139,9924009035.15724,9607871799.4728,8640316666.05032,9694614757.84616,10280908510.8628,10741055741.5188,11098938894.0836,11564337610.1547,11925721265.9993,12060021976.4762,12219976586.4629,12492195088.5529,12376577355.8303,12992457964.8828,13686708933.7203,14524248926.7587,14931725591.0694,15509449432.0105,15200264276.6059,16374945169.6234,16299151461.5172,17483157910.1234,18133047636.3821,18235156640.366,19050002265.6706,19369195429.5748,20120446470.3288,20279897297.3382
Hungary,HUN,,86203429268.219,85466300228.7137,86987194811.3277,91463090523.1214,94771850536.6353,96261028727.6453,101068327697.249,106750826042.741,111315201192.571,121077810763.972,134614287671.853,147567884018.729,156647558815.992,164028811074.495,172222023006.273,184705079194.291,191506485550.722,207757652349.402,207405963640.368,215860857902.379,228296184503.14,229637808205.604,242362495294.426,252630796804.085,262494273040.165,271844815110.907,289031874731.567,308700187469.18,331972658347.038
IBRD only,IBD,10143476630878,10699429114917.8,11178832950013.1,11797605589649.9,12436992437824.6,13254986006973.2,14231038573325.4,15197492183899.2,15524312514411.5,16345011340976.8,17668423682975.1,18731736103258.7,19884618466107.3,21468991218268.2,23787264724319.8,26329459820896.6,29702763040139.9,33185746828545.5,36196074867392.2,37660171451986.3,41041660142496.2,44635968926895.4,47859462802065.9,50600441243819,52612098750353.4,53536347052158.3,55940300017706.8,59414449408000.2,63854247495977.1,67523103057773.7
IDA & IBRD total,IBT,11230521861665.8,11843979364446.1,12374755726207.7,13033638318510.1,13711285654484.4,14603079470958.8,15669838996982.8,16708695902894.8,17102048252465.9,17999453661994.1,19430758732778.8,20617775417453.9,21900667920163.7,23632958127718.2,26161950015918.1,28936236995688.9,32561768702852.3,36313456055206.6,39551441158915.8,41215165603830.1,44846893707713.8,48702483449211,52138432562377.3,55217950238011.3,57586109115206.7,58778649213387.1,61391685506492.2,65192386010958,70057039374069.7,74080034570663.8
IDA total,IDA,1106842179744.15,1165297572745.32,1217605900474.31,1257149374555.17,1294877849027.82,1369444797426.97,1461179712666.59,1533494015104.75,1602668877143.35,1680267582186.47,1788452583886.67,1914847045107.06,2047511177853.55,2197257358925.71,2410346778350.79,2645093076231.43,2897871744757.02,3167584545109.62,3395869564310.51,3600057609863.25,3851190249824.14,4113205408623.24,4326101847772.95,4670713444788.54,5038935135201.84,5319005981093.69,5529986238353.51,5860712871907.79,6291481144580.65,6650627095970.03
IDA blend,IDB,550149811862.288,581574269343.469,614961637731.203,628598850133.482,649058610851.401,678757040083.711,722805329027.957,749814019684.278,779015542870.849,809217221457.041,859432510362.271,915927297908.976,990539980184.387,1062374558223.54,1173838873318.49,1284022878895.5,1400039846930.25,1520482391157.63,1610673705625.69,1710904410207.15,1824768450524.61,1947758401133.1,2025853673162.65,2156063854167.12,2311642107574.62,2400253057210.08,2452525618626.72,2566159532808.57,2734426162744.89,2843275611734.43
Indonesia,IDN,559131042415.968,617993478370.773,673146226728.447,733861367623.636,806046589981.951,890594415616.359,977804727945.755,1041413997876.43,914893142005.026,935444860625.105,1003409878360.89,1062779719390.91,1128166279126.42,1204049454380.95,1298670016295.22,1415353360953.58,1538398895741.57,1679958455818.97,1815628705530.23,1914153967333.36,2056981019946.78,2229511719014.97,2413435225696.69,2535041372928.96,2622251600815.57,2647706548803.03,2744896640112.26,2894125530220.37,3115566265268.59,3329168865931.57
IDA only,IDX,549840696821.494,576097021479.145,593407272879.091,620090000595.659,636872682974.47,682343577199.726,729673588150.564,775797643088.833,816074213973.098,864175698672.44,921971690191.859,991931480030.83,1048035060149.33,1125358617420.7,1225153126618.83,1349054400392.69,1485387174154.32,1634559580291.57,1773833902468.81,1876802853306.64,2013704708141.22,2151969159912.11,2288187852998.55,2504530131257.09,2718353214812.48,2915093999459.13,3079877898555.99,3301903082055.98,3567893532350.2,3825829649075.47
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,1049390410469.74,1096343564356.93,1182803883965.01,1268351543353.26,1381697729008.45,1517520652688.43,1661970214005.51,1759096528867.43,1888909815684.83,2085682732483.76,2214209383967.67,2371931984548.68,2501105223072.1,2747800522347.76,3045344755416.72,3389017491952.48,3773022708679.94,4171185447957.9,4383576794741.15,4764254227891.69,5229333741169.87,5618382322556.41,6153155415797.75,6477517561942.86,6781021982581.72,7159798335002.56,7735001679985.09,8280935377565.52,8995056925543.28,9611679300805.2
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,48262138103.3521,50857047931.1567,53755062488.2601,56510369721.0656,61039183879.8282,68323207996.7499,74455044974.3136,83110917542.1993,93037939353.9271,101361429156.062,114859024263.588,125832266801.208,138452090179.502,144827319500.952,157394585459.82,168217664600.522,188882250899.263,205678256112.659,198813754821.605,188913080272.807,197579670763.957,205441154978.936,212758615042.183,221468263546.13,237861357856.322,324698559055.381,342011858342.911,375592482609.637,411091813766.909,436037470943.632
"Iran, Islamic Rep.",IRN,406818364012.008,472657496664.765,497132821812.412,514203958362.701,517245540940.832,540145841874.52,578491004501.145,591303135819.336,610980849212.361,625104362968.649,676516049977.514,696738081686.529,759181406370.851,840822933532.592,901231793879.434,958947642170.65,1037363705589.86,1152107949136.02,1177464321916.3,1198392752312.72,1282648743011.87,1344086183752.95,1204868695388.78,1168173442990.26,1180245347698.22,1066588920477.83,1114814800809.34,1172665504577.8,,
Iraq,IRQ,,47914015609.936,64978047375.5499,86665616268.0055,91928142177.0146,95845481780.1225,108356779352.67,133634846418.263,182244440100.64,217381028181.801,225366282277.969,235618887262.872,222830525631.313,151840160126.753,240375164097.272,258770201514.272,293682989741.659,305726585945.548,337318189596.701,351375625500.747,378229231188.262,415269270855.8,483559417994.869,515106414009.465,490956530481.958,369659028804.152,362335477672.089,412027987021.517,419373526691.635,445464022300.939
Iceland,ISL,5600595320.47746,5777051761.4498,5709351960.22606,5921388741.6297,6266090354.96051,6404938220.10384,6661505049.84501,7294477231.36687,7861902572.57989,8189172049.737,8356728902.79639,9054991619.41372,9351404880.8494,9444135909.71044,10400237472.0942,11048355866.479,11874035545.9522,12823194502.5497,13749851531.5205,13356922474.4091,12596521332.4864,13005318868.9677,13446448577.9746,14296625705.2294,14966383109.0755,16161750287.332,17786800405.3523,19080137301.8338,20366868988.5185,21700953992.0537
Israel,ISR,70601689465.0393,78628479201.722,86660391778.6791,92365752190.8377,101345381059.115,110302510962.244,117954614685.255,124858953411.049,131597369972.758,138332748575.389,156778138142.57,160470158292.729,165727453304.901,159338526106.473,171641518765.354,172084431078.6,181033679049.351,197167774975.501,200502774458.556,205740750144.503,219744125318.633,237167247512.715,250714737325.926,275197370692.417,281083288037.444,296964018797.571,323414634371.083,339528222046.88,357633413445.448,381993361212.84
Italy,ITA,1055176164505.38,1107641374526.78,1142335926061.37,1159427056914.97,1209657487651.4,1270674822014.3,1308793635935.89,1357847769420.38,1423840654724.4,1457193715148.05,1542139023351.08,1597879845668.84,1639680554324.34,1671542411985.02,1703326268974.96,1746657911754.7,1884706039437.51,1993080670383.34,2089717925618.93,2046839852007.77,2085496212846.81,2173169963370.93,2172383785077.79,2187377576803.98,2200255257934.9,2241524993398.74,2420426054252.35,2529503666965.27,2587030339782.73,2664945505935.4
Jamaica,JAM,11533097218.7922,12499987322.7541,13034863768.2385,14600285783.9901,15118349061.096,15798079550.8732,16069050926.8119,16159722990.17,15960100479.6186,16360156939.295,16872854997.6397,17474853986.837,18105809166.3786,19118195450.3353,19892783422.5631,20695771851.7596,21940221748.178,22852210765.0833,23107608374.3294,22274033602.2629,22203226227.3634,23059255170.7083,23269052381.302,24133311548.951,24565823799.1824,25415826988.6515,26718138074.5761,28035430606.1794,29253953822.6137,29972389392.5855
Jordan,JOR,14844689542.671,15626608546.8681,18965873886.7479,20314331371.3221,21782711803.6198,23615267608.5461,24549628831.0423,25799039370.5,26870513669.104,28187841782.566,30041368054.5015,32317784206.4713,34727960791.0242,36844775713.5243,41078299490.4654,45808583426.1908,51014480124.7134,56667711252.5948,61948133274.7597,65838898256.036,68145614405.2831,71368713632.6483,73720865695.3304,78518565236.7641,80732049296.0103,86469560416.6956,88674584345.4636,96238499622.195,100420802561.593,104215228191.59
Japan,JPN,2416532167009.76,2583631105652.42,2664920039877.78,2713930306712.9,2799409599497.17,2936481868854.42,3082947459853.49,3169854587770.36,3169360873384.63,3207019636532.04,3404300128237.95,3493106916982.85,3588864914954.67,3694202529698.15,3877296161134.04,4045734392815.61,4230713952095.25,4416227618668.88,4456434357160.63,4250983197430.53,4480784390768.57,4573186804907.29,4746699396854.28,4967051560426.25,4986566209495.87,5136018757862.7,5076056941497.71,5180326221091.47,5230146551511.94,5459154895599.44
Kazakhstan,KAZ,135210707469.754,124407050881.704,120498338389.688,112004779828.532,99982546320.3694,93708532660.4175,95901486626.8722,99213641750.7068,98424035641.2731,102540902531.88,115106829629.479,133511879619.379,148914845813.161,165786607544.348,186593928426.247,211069625216.234,240724925603.139,269191509082.476,283483750662.36,289072627665.307,313789244542.43,344049455918.982,369966257833.272,417452192395.491,427478309972.205,407416193706.814,423833478989.461,448472613650.923,477876448362.024,508088355631.23
Kenya,KEN,35028645240.0762,36734100246.9468,37270856967.1167,38288666585.732,40135858576.2782,42782994533.205,45372991465.5168,46374592154.6557,48439544311.7245,50271759076.6562,51703788258.9334,54835094419.2459,56007069845.0951,58720068892.8926,63378878335.2288,69213282880.7492,75923212951.235,83303737589.9766,85121369079.9621,88606663756.2971,97173951009.856,105263452370.173,112204258119.628,125971868773.42,141100869455.549,160965881099.335,178315878677.906,203206547190.571,221144073979.184,237072996327.434
Kyrgyz Republic,KGZ,11181454193.493,10641298972.1623,9377721219.02145,8115824785.52364,6624243781.12972,6396322166.05935,6974885668.95407,7798663098.65028,8053775880.60261,8468736634.72845,9129340048.21968,9826070515.60246,9979766408.04434,10879736519.3478,11957722707.3542,12308557478.4224,13074519435.1442,14572681423.8396,16104295065.138,16695427085.6838,16810323179.5299,18183659161.1761,20287689142.3113,23123731105.9621,24986584383.7428,25107317901.3392,28459201788.3159,31280403475.2799,33221752009.9969,35324483007.2062
Cambodia,KHM,,,,11267445520.7205,7502253244.24271,8418125259.48724,9077813464.18597,9604335900.46303,10167135123.0962,11624352502.032,13157248091.3657,14447101551.2624,15641120650.9285,17286715656.1478,19587772827.5248,22874162699.1633,26104736362.8955,29543563141.147,32133608684.818,32406650490.1414,34739220892.1557,37972104979.2572,42401242881.6309,45764054822.9921,48654438003.1038,52598070984.9857,57941724641.1238,62890960721.9282,69183270852.8058,75354943360.7507
Kiribati,KIR,91329588.9681955,94418132.5245322,97416939.0761427,100592193.479408,104511600.858832,106703032.784131,110498438.87842,114277261.822167,123141408.589866,122997492.634589,133606261.987962,134528921.25004,141832677.161642,147365114.894243,148866744.91303,161104803.774225,165898344.381463,173821467.625816,173496445.450326,176222458.50837,176628828.057005,183193721.930402,195507202.422727,207322984.002603,209771180.384045,234075309.089711,248787095.412468,255776100.355435,267867744.499193,278663362.828946
